Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding
5/7/2019,16179686204184,5847748128768,22027434332952
5/6/2019,16187342733018,5839987516697,22027330249715
5/3/2019,16197140195969,5830694074178,22027834270147
5/2/2019,16184529368527,5843472921624,22028002290151
5/1/2019,16200427108406,5827072664090,22027499772497
4/30/2019,16192789476576,5834878723443,22027668200019
4/29/2019,16167603157399,5859617354179,22027220511578
4/26/2019,16168424448180,5859301454430,22027725902610
4/25/2019,16168871716890,5859022662346,22027894379236
4/24/2019,16169442413839,5857308431793,22026750845632
4/23/2019,16164505978677,5862413424776,22026919403453
4/22/2019,16179171534606,5847693757511,22026865292118
4/19/2019,16185899632704,5841473696350,22027373329054
4/18/2019,16187505143961,5840037528810,22027542672771
4/17/2019,16194644834728,5832381640521,22027026475248
4/16/2019,16187884775532,5839313109641,22027197885173
4/15/2019,16198884759923,5828263617181,22027148377104
4/12/2019,16219233320910,5808431620869,22027664941779
4/11/2019,16220451062975,5807386064813,22027837127788
4/10/2019,16224285153442,5803037907347,22027323060789
4/9/2019,16209945774335,5817551224701,22027496999036
4/8/2019,16217448195590,5810000938801,22027449134391
4/5/2019,16224242279840,5803730733143,22027973012982
4/4/2019,16225463575611,5802684085979,22028147661590
4/2/2019,16228710267266,5798868841666,22027579108933
4/1/2019,16230093228645,5797611759079,22027704987724
3/29/2019,16204392002373,5823488154655,22027880157028
3/28/2019,16241176637436,5787935843306,22029112480742
3/27/2019,16208783119588,5819114675790,22027897795377
3/26/2019,16192696863789,5835375238562,22028072102351
3/25/2019,16198798980111,5829199563415,22027998543525
3/22/2019,16211811079842,5816707848045,22028518927887
3/21/2019,16212163556778,5816528826555,22028692383333
3/20/2019,16216193637711,5811896174465,22028089812176
3/19/2019,16201738970858,5826523669115,22028262639973
3/18/2019,16213853688298,5814337115187,22028190803485
3/15/2019,16218563037554,5810143025621,22028706063175
3/14/2019,16217120166414,5811757648918,22028877815332
3/13/2019,16219378552868,5808894478772,22028273031640
3/12/2019,16203831827627,5824612305802,22028444133429
3/11/2019,16215316709387,5813054596423,22028371305809
3/8/2019,16219553075496,5809328415043,22028881490539
3/7/2019,16220220884752,5808830664250,22029051549003
3/6/2019,16222050679018,5806306520637,22028357199655
3/5/2019,16222451778062,5806072770323,22028524548386
3/4/2019,16222052344949,5806394780704,22028447125652
3/1/2019,16221749401198,5807196579103,22028945980302
2/28/2019,16250898044728,5864628400871,22115526445599
2/27/2019,16211944636922,5862373231936,22074317868858
2/26/2019,16212363527329,5877596273593,22089959800922
2/25/2019,16200951332736,5866144631722,22067095964458
2/22/2019,16201577219409,5861980080191,22063557299600
2/21/2019,16183759171870,5855530710756,22039289882626
2/20/2019,16186326651099,5853436546141,22039763197239
2/19/2019,16185653238799,5855013716282,22040666955080
2/15/2019,16171035270138,5854512677340,22025547947478
2/14/2019,16165843663662,5849764782835,22015608446497
2/13/2019,16171729243243,5848384016480,22020113259723
2/12/2019,16172213721070,5863554428390,22035768149460
2/11/2019,16157240020401,5855600871284,22012840891685
2/8/2019,16107884459310,5849822702988,21957707162298
2/7/2019,16107965218290,5847096706641,21955061924931
2/6/2019,16113385065287,5844175887814,21957560953101
2/5/2019,16113411511507,5843884218692,21957295730199
2/4/2019,16098401938655,5835089227950,21933491166605
2/1/2019,16099195761575,5822434573331,21921630334906
1/31/2019,16101226791888,5881196244587,21982423036475
1/30/2019,16093081796786,5875076031134,21968157827920
1/29/2019,16093235292274,5880095709149,21973331001423
1/28/2019,16083264131960,5871810659118,21955074791079
1/25/2019,16084126356100,5866123557308,21950249913409
1/24/2019,16084129360531,5857129520572,21941258881103
1/23/2019,16093085371607,5854710494886,21947795866493
1/22/2019,16093082683297,5860077426781,21953160110078
1/18/2019,16094081724232,5860817035053,21954898759285
1/17/2019,16094254762729,5860517043391,21954771806120
1/16/2019,16109322798992,5851088485957,21960411284948
1/15/2019,16108759021619,5861210551399,21969969573018
1/14/2019,16074286709142,5845707064415,21919993773557
1/11/2019,16074862934939,5842296376036,21917159310975
1/10/2019,16075112310240,5842491571048,21917603881288
1/9/2019,16090155376453,5840039205933,21930194582386
1/8/2019,16089594108501,5851842771193,21941436879694
1/7/2019,16089278704357,5846199780171,21935478484527
1/4/2019,16089616354640,5842349844734,21931966199374
1/3/2019,16089741562652,5839516484002,21929258046654
1/2/2019,16099394138447,5844503368683,21943897507130
12/31/2018,16101666500482,5872429205309,21974095705791
12/28/2018,16068571327076,5798751311259,21867322638334
12/27/2018,16050098173366,5795230981046,21845329154412
12/26/2018,16064377386180,5796938606292,21861315992472
12/24/2018,16069486830336,5793054001259,21862540831595
12/21/2018,16068448569055,5800495162522,21868943731577
12/20/2018,16068046410932,5795588765792,21863635176724
12/19/2018,16082361051525,5790833371639,21873194423164
12/18/2018,16082126126499,5803375363987,21885501490486
12/17/2018,16086439155714,5790235797428,21876674953143
12/14/2018,16033761180549,5787175780928,21820936961477
12/13/2018,16033637518538,5789456992167,21823094510706
12/12/2018,16048945841725,5787710128983,21836655970708
12/11/2018,16048689240641,5801055323217,21849744563858
12/10/2018,16053118004057,5801178168484,21854296172541
12/7/2018,16053049927838,5797794919627,21850844847465
12/6/2018,16052954961411,5798564454065,21851519415476
12/5/2018,16041798103871,5797248111803,21839046215675
12/4/2018,16041645512514,5795041724458,21836687236972
12/3/2018,16041954578605,5782142773705,21824097352310
11/30/2018,16044318195179,5805775685497,21850093880676
11/29/2018,15985401821877,5832701989814,21818103811690
11/28/2018,15968009430662,5833914693914,21801924124577
11/27/2018,15968149960061,5848225629097,21816375589158
11/26/2018,15968041750406,5843354410216,21811396160622
11/23/2018,15966784379234,5836055343625,21802839722860
11/21/2018,15941660193708,5827603723136,21769263916844
11/20/2018,15941577361994,5841124885868,21782702247862
11/19/2018,15940718638259,5831435516797,21772154155056
11/16/2018,15941836964145,5824524700623,21766361664769
11/15/2018,15941677510342,5822138257459,21763815767800
11/14/2018,15901856845482,5823856418198,21725713263680
11/13/2018,15901577706655,5832624123281,21734201829936
11/9/2018,15901215846183,5831353804749,21732569650931
11/8/2018,15901257129971,5832168097758,21733425227728
11/7/2018,15864851666065,5825589031691,21690440697757
11/6/2018,15865072274285,5826173214724,21691245489009
11/5/2018,15864379390553,5817996327620,21682375718173
11/2/2018,15864355924377,5812252839433,21676608763811
11/1/2018,15863691547152,5820280105439,21683971652591
10/31/2018,15843329310590,5859040457584,21702369768174
10/30/2018,15846671798135,5853309587843,21699981385978
10/29/2018,15846152253421,5851350468662,21697502722083
10/26/2018,15845407035413,5849499890836,21694906926249
10/25/2018,15845223164100,5850526930991,21695750095091
10/24/2018,15826071390358,5844990899655,21671062290013
10/23/2018,15825728864647,5856717723223,21682446587871
10/22/2018,15824963456614,5849720257012,21674683713626
10/19/2018,15825176112962,5846300361588,21671476474549
10/18/2018,15825099760430,5847353829808,21672453590238
10/17/2018,15809608630056,5844184431595,21653793061651
10/16/2018,15808169762613,5853547559836,21661717322449
10/15/2018,15808042797178,5846107612309,21654150409486
10/12/2018,15758680611978,5839260692904,21597941304882
10/11/2018,15758217686596,5831795748131,21590013434727
10/10/2018,15757049312093,5837389007208,21594438319302
10/9/2018,15756516575710,5845769340569,21602285916278
10/5/2018,15756716707941,5842576353846,21599293061787
10/4/2018,15757097388254,5842279956828,21599377345082
10/3/2018,15771616169603,5833747244866,21605363414469
10/2/2018,15771880350594,5846931706557,21618812057151
10/1/2018,15771323483177,5835624900370,21606948383546
9/28/2018,15761154524132,5754903659048,21516058183180
9/27/2018,15732905321143,5698981813553,21431887134696
9/26/2018,15761091412843,5709968280566,21471059693409
9/25/2018,15761483505663,5721291402230,21482774907893
9/24/2018,15761155977944,5714363456530,21475519434474
9/21/2018,15761069405045,5705666771089,21466736176134
9/20/2018,15760417329521,5707051193365,21467468522886
9/19/2018,15793043986475,5701254995402,21494298981877
9/18/2018,15793118193325,5706053419004,21499171612329
9/17/2018,15791990035113,5698895661181,21490885696294
9/14/2018,15743000280990,5689243234570,21432243515560
9/13/2018,15743158194716,5689384057393,21432542252109
9/12/2018,15764643670320,5686133968198,21450777638518
9/11/2018,15765919908648,5700320315117,21466240223765
9/10/2018,15766124319573,5693666077734,21459790397307
9/7/2018,15766469303542,5690013804721,21456483108263
9/6/2018,15766687580864,5687902301488,21454589882352
9/5/2018,15784640443925,5686428122940,21471068566864
9/4/2018,15784224420724,5671125323564,21455349744287
8/31/2018,15785389142392,5673460531713,21458849674105
8/30/2018,15733949377988,5708518277126,21442467655114
8/29/2018,15729402444459,5710016523862,21439418968321
8/28/2018,15729416547574,5712361507280,21441778054853
8/27/2018,15728682728474,5705827067279,21434509795753
8/24/2018,15728711190338,5699204695746,21427915886084
8/23/2018,15729790225795,5698174465587,21427964691382
8/22/2018,15710916490774,5695852638495,21406769129269
8/21/2018,15709668196755,5709821505658,21419489702413
8/20/2018,15709290599127,5704306134188,21413596733315
8/17/2018,15709394160831,5701987835087,21411381995918
8/16/2018,15709902523901,5697296400427,21407198924328
8/15/2018,15673102568891,5699233293828,21372335862718
8/14/2018,15647844389254,5703725766420,21351570155674
8/13/2018,15647722916074,5697369600637,21345092516712
8/10/2018,15645938133939,5694367726774,21340305860713
8/9/2018,15645895970967,5696284467083,21342180438050
8/8/2018,15604133297700,5694478354400,21298611652100
8/7/2018,15603813170008,5706122717053,21309935887061
8/6/2018,15603767379478,5701628977653,21305396357131
8/3/2018,15603529858901,5696355162539,21299885021440
8/2/2018,15603785459720,5709496021253,21313281480973
8/1/2018,15566616303581,5698227391541,21264843695122
7/31/2018,15569493125391,5743567934811,21313061060202
7/30/2018,15566249059693,5733087840947,21299336900640
7/27/2018,15565835238260,5732694519900,21298529758160
7/26/2018,15565709540458,5732915973388,21298625513846
7/25/2018,15538268632355,5727196452923,21265465085278
7/24/2018,15536640027941,5734607772599,21271247800540
7/23/2018,15536461354754,5727346589639,21263807944393
7/20/2018,15535879115990,5724772734128,21260651850118
7/19/2018,15535663966291,5724334431804,21259998398095
7/18/2018,15512748584872,5728115197217,21240863782089
7/17/2018,15512500347731,5742914138752,21255414486483
7/16/2018,15512046919636,5731325924436,21243372844072
7/13/2018,15484166924362,5726582785623,21210749709985
7/12/2018,15483825394035,5727347778794,21211173172829
7/11/2018,15482229910418,5725570990543,21207800900961
7/10/2018,15481784545311,5734616605326,21216401150637
7/9/2018,15481266285833,5726852128390,21208118414224
7/6/2018,15480348690775,5725610554833,21205959245608
7/5/2018,15480335133616,5722437764873,21202772898489
7/3/2018,15479809288773,5721136903063,21200946191837
7/2/2018,15478025973800,5728243860183,21206269833983
6/29/2018,15466564313317,5728505322006,21195069635323
6/28/2018,15445344838811,5683654980610,21128999819421
6/27/2018,15449872082326,5682594916023,21132466998349
6/26/2018,15450003820830,5699675666649,21149679487479
6/25/2018,15449788829355,5690264848113,21140053677468
6/22/2018,15449506168261,5681094715585,21130600883846
6/21/2018,15450298737510,5680505325345,21130804062855
6/20/2018,15453996649404,5680214074001,21134210723406
6/19/2018,15453853338441,5691922910375,21145776248815
6/18/2018,15453290390615,5678261774507,21131552165122
6/15/2018,15452782944215,5671077059562,21123860003777
6/14/2018,15411279777644,5669520691419,21080800469063
6/13/2018,15420891746856,5665904981208,21086796728064
6/12/2018,15420381069952,5679108858740,21099489928692
6/11/2018,15420109283609,5672830188653,21092939472262
6/8/2018,15419575371855,5669544814168,21089120186023
6/7/2018,15419090263839,5681014484078,21100104747917
6/6/2018,15425885426743,5676467447251,21102352873994
6/5/2018,15425827743824,5675531809567,21101359553391
6/4/2018,15425286518775,5665501666265,21090788185040
6/1/2018,15424755242677,5658346598414,21083101841091
5/31/2018,15426913434472,5718301751255,21145215185726
5/30/2018,15398772154071,5706944532937,21105716687008
5/29/2018,15398397888265,5704683341889,21103081230155
5/25/2018,15397587847774,5702559649133,21100147496907
5/24/2018,15381628979338,5704894125365,21086523104703
5/23/2018,15372610113506,5710350800711,21082960914217
5/22/2018,15372575574993,5722070807044,21094646382037
5/21/2018,15372445671094,5713499061614,21085944732708
5/18/2018,15372216324853,5708441246763,21080657571616
5/17/2018,15372037003891,5708874537411,21080911541302
5/16/2018,15365901408525,5708072119140,21073973527665
5/15/2018,15365492662887,5720270601622,21085763264509
5/14/2018,15341597388590,5712735962992,21054333351581
5/11/2018,15340882566316,5709757145908,21050639712224
5/10/2018,15340545306320,5710277287581,21050822593902
5/9/2018,15333538439277,5707470173475,21041008612752
5/8/2018,15333103857455,5721661636984,21054765494440
5/7/2018,15332140579834,5712026059743,21044166639577
5/4/2018,15331483065178,5706479844145,21037962909322
5/3/2018,15331188299570,5702519425216,21033707724786
5/2/2018,15333904680989,5711424354483,21045329035472
5/1/2018,15333841267986,5696788712070,21030629980056
4/30/2018,15335128360142,5733071837292,21068200197433
4/27/2018,15335311552245,5718050545505,21053362097750
4/26/2018,15335203460012,5720294834415,21055498294427
4/25/2018,15343166694572,5716433407725,21059600102297
4/24/2018,15341956513722,5720437493777,21062394007499
